model_key,matched_recovery,random_mean,random_min,random_max
gemma2_2b_base,1.0452273521196438,-0.5760644138093153,-0.8042218614636758,-0.3011788576549411
gemma2_2b_instruct,1.044810541782913,-2.2664644110999195,-3.100234409338327,-1.3309547230462575
olmo_1b_base,1.0593011043678375,-1.1621105456807828,-1.381581525639921,-0.8712653637658246
qwen25_15b_base,0.9949131364139102,-4.16085500123693,-4.904368767194102,-3.3509132287786194
qwen25_15b_instruct,0.9177232024697646,-0.6557163459337638,-0.8760572991044444,-0.39653540558029976
