score_mode,regression,term,coef,se,p,ci_low,ci_high,n
mean_logprob,main_controls,log_params_b,-0.2925608802500168,0.060616112125624295,1.3898543790189354e-06,-0.4113662768990821,-0.17375548360095153,7744
mean_logprob,type_interactions,Intercept,0.7214954478019848,0.1837468423026315,8.616463640620377e-05,0.36135825461586624,1.0816326409881034,7744
mean_logprob,type_interactions,C(conflict_type)[T.arbitrary_semantic_remapping],2.443675885128945,0.3212968947388951,2.834471372766051e-14,1.8139455430961537,3.0734062271617364,7744
mean_logprob,type_interactions,C(conflict_type)[T.domain_definition_remapping],1.4223850393872868,0.2763918719623011,2.6572796023149876e-07,0.8806669247215707,1.964103154053003,7744
mean_logprob,type_interactions,C(conflict_type)[T.polysemy_entity_remapping],1.7785920151252692,0.23843230308734462,8.68341527453325e-14,1.3112732883231355,2.245910741927403,7744
mean_logprob,type_interactions,C(prompt_style)[T.game_rule],1.1722864549419403,0.1490387259012163,3.671858207497756e-15,0.8801759198738195,1.464396990010061,7744
mean_logprob,type_interactions,C(prompt_style)[T.glossary],0.14846945287820928,0.062243373956101695,0.017064950467596537,0.026474681647991577,0.27046422410842696,7744
mean_logprob,type_interactions,C(prompt_style)[T.technical_document],-0.18863992980810093,0.058949019431573164,0.001374027767053548,-0.3041778848179362,-0.07310197479826572,7744
mean_logprob,type_interactions,C(family)[T.Mistral],0.06480753894974134,0.11292072479011125,0.5660214794719715,-0.15651301474703597,0.2861280926465186,7744
mean_logprob,type_interactions,C(family)[T.OLMo],-0.2212415596580628,0.1579776931382079,0.16137538712853106,-0.5308721485696707,0.08838902925354508,7744
mean_logprob,type_interactions,C(family)[T.Qwen],0.12817982321557425,0.1110755422051163,0.2485051609889074,-0.08952423906971244,0.3458838855008609,7744
mean_logprob,type_interactions,lexical_advantage,0.029486327944781242,0.022171478573166918,0.18354410849558644,-0.013968971542627422,0.0729416274321899,7744
mean_logprob,type_interactions,lexical_advantage:C(conflict_type)[T.arbitrary_semantic_remapping],0.18098010987867566,0.03965265543385541,5.015557260889526e-06,0.10326233333694258,0.25869788642040875,7744
mean_logprob,type_interactions,lexical_advantage:C(conflict_type)[T.domain_definition_remapping],0.18109646646411043,0.04820926002072498,0.0001723293816193236,0.08660805310216277,0.27558487982605806,7744
mean_logprob,type_interactions,lexical_advantage:C(conflict_type)[T.polysemy_entity_remapping],0.13847262424415124,0.03650523369575334,0.0001487023288600253,0.06692368095325668,0.2100215675350458,7744
mean_logprob,type_interactions,answer_prior,0.12795091899621755,0.02153463866674472,2.821967034940984e-09,0.08574380278931426,0.17015803520312084,7744
mean_logprob,type_interactions,target_minus_distractor_tokens,0.1833461956202323,0.19180350420024758,0.3391195294689766,-0.19258176472082994,0.5592741559612946,7744
mean_logprob,type_interactions,target_minus_distractor_zipf,0.6464310481979599,0.10741639035794295,1.7659320473097261e-09,0.4358987917470962,0.8569633046488236,7744
mean_logprob,type_interactions,is_instruct,-0.5900387910800576,0.13399245527703352,1.0650723402459437e-05,-0.8526591776231373,-0.327418404536978,7744
mean_logprob,type_interactions,log_params_b,-0.20619093642140285,0.06315340941042473,0.0010949434242072153,-0.32996934436674824,-0.08241252847605746,7744
mean_logprob,prompt_interactions,Intercept,0.9958747540106513,0.1839813416494443,6.200807765947282e-08,0.6352779505503814,1.3564715574709212,7744
mean_logprob,prompt_interactions,C(conflict_type)[T.arbitrary_semantic_remapping],2.7230274912874584,0.2516773772760918,2.782418641849715e-27,2.229748896102819,3.216306086472098,7744
mean_logprob,prompt_interactions,C(conflict_type)[T.domain_definition_remapping],1.6457239765545668,0.26368723597725136,4.3423503477817063e-10,1.1289064908562398,2.162541462252894,7744
mean_logprob,prompt_interactions,C(conflict_type)[T.polysemy_entity_remapping],1.6707298801871113,0.23073186269564575,4.453818224410976e-13,1.2185037392178049,2.122956021156418,7744
mean_logprob,prompt_interactions,C(prompt_style)[T.game_rule],-0.046114751259419384,0.15820878083845316,0.7706839680226716,-0.3561982637407782,0.2639687612219394,7744
