model_key,perm,matched_recovery,random_recovery
gemma2_2b_instruct,43,1.044810541782913,-3.0741437466959676
gemma2_2b_instruct,44,1.044810541782913,-2.608933345898128
gemma2_2b_instruct,45,1.044810541782913,-2.254068427979074
gemma2_2b_instruct,46,1.044810541782913,-2.0230384087294753
gemma2_2b_instruct,47,1.044810541782913,-2.2641851996809974
gemma2_2b_instruct,48,1.044810541782913,-1.9984164553451156
gemma2_2b_instruct,49,1.044810541782913,-2.6107174193209994
olmo_1b_base,0,1.0593011043678375,-1.0579533486411972
olmo_1b_base,1,1.0593011043678375,-1.2154304480234266
olmo_1b_base,2,1.0593011043678375,-1.241308219906526
olmo_1b_base,3,1.0593011043678375,-1.1633368398425419
olmo_1b_base,4,1.0593011043678375,-1.2436278122606528
olmo_1b_base,5,1.0593011043678375,-1.1829312953888174
olmo_1b_base,6,1.0593011043678375,-0.8712653637658246
olmo_1b_base,7,1.0593011043678375,-1.1396745992600672
olmo_1b_base,8,1.0593011043678375,-0.9754883450454781
olmo_1b_base,9,1.0593011043678375,-0.9998906824843611
olmo_1b_base,10,1.0593011043678375,-1.039420350799561
olmo_1b_base,11,1.0593011043678375,-0.8943773781291244
olmo_1b_base,12,1.0593011043678375,-1.2059892894801383
olmo_1b_base,13,1.0593011043678375,-1.1712936397060623
olmo_1b_base,14,1.0593011043678375,-1.0163406986858787
olmo_1b_base,15,1.0593011043678375,-0.9656795516961253
olmo_1b_base,16,1.0593011043678375,-1.0554496295946996
olmo_1b_base,17,1.0593011043678375,-1.1678992139758617
olmo_1b_base,18,1.0593011043678375,-1.336134025820348
olmo_1b_base,19,1.0593011043678375,-1.178416867415031
olmo_1b_base,20,1.0593011043678375,-1.3643917874193099
olmo_1b_base,21,1.0593011043678375,-1.248100942096297
olmo_1b_base,22,1.0593011043678375,-1.1826416762693643
olmo_1b_base,23,1.0593011043678375,-1.1144186863665104
olmo_1b_base,24,1.0593011043678375,-1.2469817905197778
olmo_1b_base,25,1.0593011043678375,-1.0608785363181623
olmo_1b_base,26,1.0593011043678375,-1.2016895529771754
olmo_1b_base,27,1.0593011043678375,-1.1484639652380924
olmo_1b_base,28,1.0593011043678375,-0.9609396056680374
olmo_1b_base,29,1.0593011043678375,-1.3194944730335043
olmo_1b_base,30,1.0593011043678375,-1.31264926973534
olmo_1b_base,31,1.0593011043678375,-1.1759136144874738
olmo_1b_base,32,1.0593011043678375,-1.2383790760450522
olmo_1b_base,33,1.0593011043678375,-1.2178741328925298
olmo_1b_base,34,1.0593011043678375,-1.381581525639921
olmo_1b_base,35,1.0593011043678375,-1.2142426604328955
olmo_1b_base,36,1.0593011043678375,-1.1523057816383475
olmo_1b_base,37,1.0593011043678375,-1.2248882266201926
olmo_1b_base,38,1.0593011043678375,-1.2048781308723704
olmo_1b_base,39,1.0593011043678375,-1.0018569401730901
olmo_1b_base,40,1.0593011043678375,-1.0626047427524525
olmo_1b_base,41,1.0593011043678375,-1.2302760449590362
olmo_1b_base,42,1.0593011043678375,-1.1857271622500214
olmo_1b_base,43,1.0593011043678375,-1.1687623205917907
olmo_1b_base,44,1.0593011043678375,-1.2620202228033
olmo_1b_base,45,1.0593011043678375,-1.3367613461701453
olmo_1b_base,46,1.0593011043678375,-1.127205649579083
olmo_1b_base,47,1.0593011043678375,-1.3351567045266597
olmo_1b_base,48,1.0593011043678375,-1.1358447562901004
olmo_1b_base,49,1.0593011043678375,-1.1666903597513754
